"id","idLicitacao","nome","nomeArquivo","dataPublicacao","created_at","updated_at","descricao","ordem","idCategoriaArquivoLicitacao","numeroDownload","remoto"
"800","346","1.2 - ANEXO II - MINUTA DA PROPOSTA","12-ANEXO-II-MINUTA-DA-PROPOSTA.pdf","3/2/2019 21:46:22","21/1/2019 19:31:28","3/2/2019 21:46:22","ANEXO II - MINUTA DA PROPOSTA","3","1","4","0"
"801","346","1.3 - ANEXO III - MINUTA DO CREDENCIAMENTO","13-ANEXO-III-MINUTA-DO-CREDENCIAMENTO.pdf","30/1/2019 16:56:11","21/1/2019 19:31:45","30/1/2019 16:56:11","ANEXO III - MINUTA DO CREDENCIAMENTO","4","1","2","0"
"802","346","1.4 - ANEXO IV - MINUTA DA DECL. DE INEXISTENCIA DE FATOS","14-ANEXO-IV-MINUTA-DA-DECL-DE-INEXISTENCIA-DE-FATOS.pdf","30/1/2019 16:57:10","21/1/2019 19:31:58","30/1/2019 16:57:10","ANEXO IV - MINUTA DA DECL. DE IN","5","1","2","0"
"803","346","1.5 - ANEXO V - MINUTA DO CONTRATO","15-ANEXO-V-MINUTA-DO-CONTRATO.pdf","28/1/2019 14:02:32","21/1/2019 19:32:10","28/1/2019 16:02:32","ANEXO V - MINUTA DO CONTRATO","6","1","1","0"
"804","346","1.6 - ANEXO VI - MINUTA DA DECL. QUE NAO EMPREGA MENOR","16-ANEXO-VI-MINUTA-DA-DECL-QUE-NAO-EMPREGA-MENOR.pdf","30/1/2019 17:00:08","21/1/2019 19:33:11","30/1/2019 17:00:08","ANEXO VI - MINUTA DA DECL. QUE NAO EMPREGA MENOR","7","1","2","0"
"805","346","1.7 - ANEXO VII - MINUTA DA DECL. PLENO ATENDIMENTO","17-ANEXO-VII-MINUTA-DA-DECL-PLENO-ATENDIMENTO.pdf","30/1/2019 17:00:45","21/1/2019 19:33:41","30/1/2019 17:00:45","ANEXO VII - MINUTA DA DECL. PLENO ATENDIMENTO","8","1","2","0"
"806","346","1.8 - ANEXO VIII - MINUTA DA DECL. CONTADOR","18-ANEXO-VIII-MINUTA-DA-DECL-CONTADOR.pdf","31/1/2019 21:36:44","21/1/2019 19:33:57","31/1/2019 21:36:44","ANEXO VIII - MINUTA DA DECL. CONTADOR","9","1","3","0"
"807","346","1.9 - ANEXO IX - MINUTA DA DECL. REP. LEGAL","19-ANEXO-IX-MINUTA-DA-DECL-REP-LEGAL.pdf","30/1/2019 16:53:18","21/1/2019 19:34:10","30/1/2019 16:53:18","ANEXO IX - MINUTA DA DECL. REP. LEGAL","10","1","2","0"
"808","346","2 - AVISO EDITAL","AVISO-DE-EDITAL.pdf","20/2/2019 10:36:22","21/1/2019 19:34:18","20/2/2019 10:36:22","AVISO EDITAL","11","1","3","0"
"809","348","","12-Anexo-II-Minuta-da-Proposta.pdf","5/2/2019 17:08:57","23/1/2019 16:43:56","5/2/2019 17:08:57","","9999","1","1","0"
"810","348","","13-Anexo-III-Minuta-da-Decl-de-Idoneidade.pdf","23/1/2019 14:44:49","23/1/2019 16:43:56","23/1/2019 16:44:49","","9999","1","0","0"
"811","348","","1-Edital.pdf","17/4/2019 10:08:30","23/1/2019 16:43:56","17/4/2019 10:08:30","","9999","1","2","0"
"812","348","","14-Anexo-IV-Minuta-da-Decl-de-Inexistencia-de-Fatos.pdf","23/1/2019 14:44:50","23/1/2019 16:43:57","23/1/2019 16:44:50","","9999","1","0","0"
"813","348","","15-Anexo-V-Minuta-do-Contrato.pdf","29/10/2019 16:16:24","23/1/2019 16:43:57","29/10/2019 16:16:24","","9999","1","1","0"
"814","348","","16-Anexo-VI-Minuta-da-Decl-de-Pleno-Atendimento.pdf","23/1/2019 14:44:54","23/1/2019 16:43:57","23/1/2019 16:44:54","","9999","1","0","0"
"815","348",,"11-Anexo-I-Termo-de-Referencia.pdf",,"23/1/2019 16:43:57","23/1/2019 16:43:57",,"9999","1","0","0"
"817","348","","17-Anexo-VII-Minuta-da-Declaracao-q-nao-Emprega-Menor.pdf","23/1/2019 14:45:11","23/1/2019 16:43:58","23/1/2019 16:45:11","","9999","1","0","0"
"818","348",,"2-AVISO-DE-EDITAL.pdf","5/2/2019 17:07:23","23/1/2019 16:43:58","5/2/2019 17:07:23",,"9999","1","2","0"
"819","348",,"3-EXTRATO-DO-SEXTO-DE-TERMO-ADITIVO.pdf","30/10/2019 11:35:02","23/1/2019 16:45:18","30/10/2019 11:35:02",,"9999","1","3","0"
"827","349","","1-EDITAL_(66).pdf","8/6/2021 22:35:32","25/1/2019 11:59:07","8/6/2021 22:35:32","","1","1","8","0"
"828","349","","2-ANEXO-I-Modelo-de-Projeto-de-Venda-de-Generos-Alimenticios.pdf","15/2/2019 08:46:10","25/1/2019 11:59:11","15/2/2019 08:46:10","","2","1","4","0"
"829","349","","3-ANEXO-II-CRONOGRAMA-DE-ENTREGA.pdf","26/11/2019 13:43:46","25/1/2019 11:59:16","26/11/2019 13:43:46","","3","1","6","0"
"830","349","","4-ANEXO-III-MINUTA-DO-CONTRATO.pdf","15/2/2019 08:32:35","25/1/2019 11:59:20","15/2/2019 08:32:35","","4","1","2","0"
"831","349","","5-ANEXO-IV-ESPECIFICACOES-DOS-ITENS.pdf","26/11/2019 13:43:24","25/1/2019 11:59:26","26/11/2019 13:43:24","","5","1","5","0"
"832","349","","6-ANEXO-V-PROGRAMA-DE-COMPRA.pdf","15/2/2019 09:41:58","25/1/2019 11:59:31","15/2/2019 09:41:58","","6","1","4","0"
"833","349","","7-EDITAL-RESUMIDO.pdf","15/2/2019 08:34:57","25/1/2019 11:59:46","15/2/2019 08:34:57","","7","1","6","0"
"834","350","","13-ANEXO-III-MINUTA-DO-CREDENCIAMENTO_(423).pdf","6/2/2019 17:58:15","30/1/2019 17:03:52","6/2/2019 17:58:15","","4","1","3","0"
"835","350","","12-ANEXO-II-MINUTA-DA-PROPOSTA_(187).pdf","7/2/2019 19:21:39","30/1/2019 17:03:53","7/2/2019 19:21:39","","3","1","5","0"
"836","350","","14-ANEXO-IV-MINUTA-DA-DECL-INEXISTENCIA-DE-FATOS.pdf","6/2/2019 17:58:38","30/1/2019 17:03:53","6/2/2019 17:58:38","","5","1","3","0"
"837","350","","15-ANEXO-V-MINUTA-DA-ATA-DE-RP.pdf","6/2/2019 17:59:03","30/1/2019 17:03:53","6/2/2019 17:59:03","","6","1","2","0"
"838","350","","16-ANEXO-VI-MINUTA-DA-DECL-QUE-NAO-EMPREGA-MENOR_(136).pdf","6/2/2019 18:02:41","30/1/2019 17:03:53","6/2/2019 18:02:41","","7","1","3","0"
"839","350","","1-EDITAL_(716).pdf","26/8/2020 12:51:44","30/1/2019 17:03:54","26/8/2020 12:51:44","","1","1","13","0"
"840","350","","19-ANEXO-IX-MINUTA-DA-DECL-REP-LEGAL_(135).pdf","7/2/2019 19:18:54","30/1/2019 17:03:54","7/2/2019 19:18:54","","10","1","5","0"
"841","350","","17-ANEXO-VII-MINUTA-DA-DECL-PLENO-ATENDIMENTO_(350).pdf","6/2/2019 17:59:32","30/1/2019 17:03:54","6/2/2019 17:59:32","","8","1","3","0"
"842","350","","18-ANEXO-VIII-MINUTA-DA-DECL-CONTADOR_(719).pdf","7/2/2019 19:22:21","30/1/2019 17:03:54","7/2/2019 19:22:21","","9","1","4","0"
"843","350","","11-ANEXO-I-TERMO-DE-REFERENCIA_(532).pdf","24/5/2022 13:52:05","30/1/2019 17:03:55","24/5/2022 13:52:05","","2","1","12","0"
"844","350","","AVISO-DE-EDITAL_(357).pdf","7/2/2019 19:20:17","30/1/2019 17:03:55","7/2/2019 19:20:17","","11","1","3","0"
"845","351","","14-ANEXO-IV-MINUTA-DA-DECL-INEXISTENCIA-DE-FATOS_(576).pdf","30/1/2019 16:33:35","30/1/2019 18:32:39","30/1/2019 18:33:35","","5","1","0","0"
"846","351","","15-ANEXO-V-MINUTA-DA-ATA-DE-RP_(965).pdf","30/1/2019 16:33:43","30/1/2019 18:32:40","30/1/2019 18:33:43","","6","1","0","0"
"847","351","","13-ANEXO-III-MINUTA-DO-CREDENCIAMENTO_(924).pdf","30/1/2019 16:33:30","30/1/2019 18:32:40","30/1/2019 18:33:30","","4","1","0","0"
"848","351","","16-ANEXO-VI-MINUTA-DA-DECL-QUE-NAO-EMPREGA-MENOR_(139).pdf","30/1/2019 16:33:47","30/1/2019 18:32:40","30/1/2019 18:33:47","","7","1","0","0"
"849","351","","17-ANEXO-VII-MINUTA-DA-DECL-PLENO-ATENDIMENTO_(537).pdf","30/1/2019 16:33:51","30/1/2019 18:32:40","30/1/2019 18:33:51","","8","1","0","0"
"850","351","","12-ANEXO-II-MINUTA-DA-PROPOSTA_(116).pdf","30/1/2019 16:33:24","30/1/2019 18:32:40","30/1/2019 18:33:24","","3","1","0","0"
"851","351","","12-ANEXO-I-TERMO-DE-REFERENCIA.pdf","30/1/2019 16:33:14","30/1/2019 18:32:41","30/1/2019 18:33:14","","2","1","0","0"
"852","351","","18-ANEXO-VIII-MINUTA-DA-DECL-CONTADOR_(853).pdf","30/1/2019 16:33:55","30/1/2019 18:32:41","30/1/2019 18:33:55","","9","1","0","0"
"853","351","","19-ANEXO-IX-MINUTA-DA-DECL-REP-LEGAL_(487).pdf","30/1/2019 16:33:59","30/1/2019 18:32:41","30/1/2019 18:33:59","","10","1","0","0"
"854","351","","AVISO-DE-EDITAL_(135).pdf","3/2/2019 21:48:58","30/1/2019 18:32:41","3/2/2019 21:48:58","","11","1","1","0"
"855","351","","1-EDITAL_(874).pdf","12/2/2019 09:39:57","30/1/2019 18:32:42","12/2/2019 09:39:57","","1","1","2","0"
"856","352",,"13-ANEXO-III-MINUTA-DO-CREDENCIAMENTO_(471).pdf",,"7/2/2019 12:19:21","7/2/2019 12:19:21",,"9999","1","0","0"
"857","352",,"12-ANEXO-II-MINUTA-DA-PROPOSTA_(804).pdf","8/2/2021 14:11:31","7/2/2019 12:19:21","8/2/2021 14:11:31",,"9999","1","2","0"
"858","352",,"15-ANEXO-V-MINUTA-DA-ATA-DE-RP_(630).pdf",,"7/2/2019 12:19:21","7/2/2019 12:19:21",,"9999","1","0","0"
"859","352",,"16-ANEXO-VI-MINUTA-DA-DECL-QUE-NAO-EMPREGA-MENOR_(806).pdf",,"7/2/2019 12:19:21","7/2/2019 12:19:21",,"9999","1","0","0"
"860","352",,"14-ANEXO-IV-MINUTA-DA-DECL-INEXISTENCIA-DE-FATOS_(316).pdf",,"7/2/2019 12:19:21","7/2/2019 12:19:21",,"9999","1","0","0"
"861","352",,"19-ANEXO-IX-MINUTA-DA-DECL-REP-LEGAL_(58).pdf",,"7/2/2019 12:19:21","7/2/2019 12:19:21",,"9999","1","0","0"
"862","352",,"2-AVISO-DE-EDITAL_(64).pdf","12/2/2019 09:39:11","7/2/2019 12:19:22","12/2/2019 09:39:11",,"9999","1","1","0"
"863","352",,"17-ANEXO-VII-MINUTA-DA-DECL-PLENO-ATENDIMENTO_(775).pdf","12/2/2019 10:07:21","7/2/2019 12:19:22","12/2/2019 10:07:21",,"9999","1","1","0"
"864","352",,"11-ANEXO-I-TERMO-DE-REFERENCIA_(143).pdf","5/8/2021 08:35:59","7/2/2019 12:19:22","5/8/2021 08:35:59",,"9999","1","3","0"
"865","352",,"1-EDITAL_(536).pdf","5/8/2021 08:35:21","7/2/2019 12:19:23","5/8/2021 08:35:21",,"9999","1","2","0"
"866","352",,"18-ANEXO-VIII-MINUTA-DA-DECL-CONTADOR_(418).pdf",,"7/2/2019 12:19:23","7/2/2019 12:19:23",,"9999","1","0","0"
"867","353",,"11-ANEXO-I-TERMO-DE-REFERENCIA_(601).pdf","26/10/2023 10:23:04","12/2/2019 18:01:23","26/10/2023 10:23:04",,"9999","1","2","0"
"868","353",,"14-ANEXO-IV-MINUTA-DA-DECL-INEXISTENCIA-DE-FATOS_(348).pdf","22/2/2019 08:43:42","12/2/2019 18:01:23","22/2/2019 08:43:42",,"9999","1","2","0"
"869","353",,"1-EDITAL_(695).pdf","22/2/2019 08:44:01","12/2/2019 18:01:24","22/2/2019 08:44:01",,"9999","1","2","0"
"870","353",,"13-ANEXO-III-MINUTA-DO-CREDENCIAMENTO_(598).pdf","22/2/2019 08:44:15","12/2/2019 18:01:24","22/2/2019 08:44:15",,"9999","1","2","0"
"871","353",,"15-ANEXO-V-MINUTA-DA-ATA-DE-RP_(384).pdf","22/2/2019 08:44:32","12/2/2019 18:01:24","22/2/2019 08:44:32",,"9999","1","2","0"
"872","353",,"17-ANEXO-VII-MINUTA-DA-DECL-PLENO-ATENDIMENTO_(927).pdf","21/2/2019 17:05:58","12/2/2019 18:01:24","21/2/2019 17:05:58",,"9999","1","1","0"
"873","353",,"16-ANEXO-VI-MINUTA-DA-DECL-QUE-NAO-EMPREGA-MENOR_(427).pdf","21/2/2019 17:06:14","12/2/2019 18:01:24","21/2/2019 17:06:14",,"9999","1","1","0"
"874","353",,"110-ANEXO-X-MINUTA-DA-DECL-ATENDIMENTO-AO-TERMO-DE-REFERENCIA.pdf","22/2/2019 08:42:48","12/2/2019 18:01:24","22/2/2019 08:42:48",,"9999","1","2","0"
"875","353",,"2-AVISO-DE-EDITAL_(925).pdf","21/2/2019 16:59:36","12/2/2019 18:01:24","21/2/2019 16:59:36",,"9999","1","2","0"
"876","353",,"18-ANEXO-VIII-MINUTA-DA-DECL-CONTADOR_(785).pdf","21/2/2019 17:06:36","12/2/2019 18:01:25","21/2/2019 17:06:36",,"9999","1","1","0"
"877","353",,"19-ANEXO-IX-MINUTA-DA-DECL-REP-LEGAL_(118).pdf","21/2/2019 17:00:38","12/2/2019 18:01:25","21/2/2019 17:00:38",,"9999","1","1","0"
"878","353",,"12-ANEXO-II-MINUTA-DA-PROPOSTA_(613).pdf","21/2/2019 17:28:12","12/2/2019 18:01:25","21/2/2019 17:28:12",,"9999","1","1","0"
"879","354",,"14-ANEXO-IV-MINUTA-DA-DECL-INEXISTENCIA-DE-FATO.pdf","20/2/2019 10:19:10","18/2/2019 20:56:18","20/2/2019 13:19:10",,"9999","1","1","0"
"880","354",,"11-ANEXO-I-TERMO-DE-REFERENCIA_(73).pdf","20/2/2019 10:20:14","18/2/2019 20:56:18","20/2/2019 13:20:14",,"9999","1","1","0"
"881","354",,"1-EDITAL_(38).pdf","25/2/2019 12:44:51","18/2/2019 20:56:19","25/2/2019 15:44:51",,"9999","1","2","0"
"882","354",,"18-ANEXO-VIII-MINUTA-DA-DECL-CONTADOR_(278).pdf","20/2/2019 10:21:33","18/2/2019 20:56:19","20/2/2019 13:21:33",,"9999","1","1","0"
"883","354",,"12-ANEXO-II-MINUTA-DA-PROPOSTA_(395).pdf","20/2/2019 10:21:44","18/2/2019 20:56:19","20/2/2019 13:21:44",,"9999","1","1","0"
"884","354",,"13-ANEXO-III-MINUTA-DO-CREDENCIAMENTO_(796).pdf","20/2/2019 10:21:56","18/2/2019 20:56:19","20/2/2019 13:21:56",,"9999","1","1","0"
"885","354",,"16-ANEXO-VI-MINUTA-DA-DECL-QUE-NAO-EMPREGA-MENOR_(855).pdf","20/2/2019 10:22:16","18/2/2019 20:56:19","20/2/2019 13:22:16",,"9999","1","1","0"
"886","354",,"2-AVISO-DE-EDITAL_(808).pdf","20/2/2019 10:22:28","18/2/2019 20:56:20","20/2/2019 13:22:28",,"9999","1","1","0"
"887","354",,"17-ANEXO-VII-MINUTA-DA-DECL-PLENO-ATENDIMENTO_(488).pdf","20/2/2019 10:22:37","18/2/2019 20:56:20","20/2/2019 13:22:37",,"9999","1","1","0"
"888","354",,"15-ANEXO-V-MINUTA-DA-ATA-DE-RP_(109).pdf","20/2/2019 10:22:46","18/2/2019 20:56:21","20/2/2019 13:22:46",,"9999","1","1","0"
"889","354",,"19-ANEXO-IX-MINUTA-DA-DECL-REP-LEGAL_(724).pdf","20/2/2019 10:23:20","18/2/2019 20:56:21","20/2/2019 13:23:20",,"9999","1","1","0"
"890","351",,"3-REPUBLICACAO.pdf",,"18/2/2019 21:00:44","18/2/2019 21:00:44",,"9999","1","0","0"
"891","346",,"11-ANEXO-I-TERMO-DE-REFERENCIA.pdf","20/1/2020 07:25:36","19/2/2019 19:34:18","20/1/2020 07:25:36",,"9999","1","1","0"
"892","355",,"12-ANEXO-II-MINUTA-DA-PROPOSTA_(155).pdf","28/2/2019 17:27:57","20/2/2019 16:57:23","28/2/2019 17:27:57",,"9999","1","4","0"
"893","355",,"1-EDITAL_(274).pdf","6/3/2019 17:14:03","20/2/2019 16:57:24","6/3/2019 17:14:03",,"9999","1","11","0"
"894","355",,"14-ANEXO-IV-MINUTA-DA-DECL-INEXISTENCIA-DE-FATOS_(207).pdf","28/2/2019 17:28:39","20/2/2019 16:57:24","28/2/2019 17:28:39",,"9999","1","3","0"
"895","355",,"13-ANEXO-III-MINUTA-DO-CREDENCIAMENTO_(620).pdf","28/2/2019 17:29:49","20/2/2019 16:57:24","28/2/2019 17:29:49",,"9999","1","3","0"
"896","355",,"15-ANEXO-V-MINUTA-DA-ATA-DE-RP_(740).pdf","28/2/2019 17:30:07","20/2/2019 16:57:24","28/2/2019 17:30:07",,"9999","1","3","0"
"897","355",,"AVISO-DE-EDITAL_(849).pdf","6/3/2019 17:10:55","20/2/2019 16:57:25","6/3/2019 17:10:55",,"9999","1","4","0"
"898","355",,"17-ANEXO-VII-MINUTA-DA-DECL-PLENO-ATENDIMENTO_(472).pdf","28/2/2019 17:29:24","20/2/2019 16:57:25","28/2/2019 17:29:24",,"9999","1","3","0"
"899","355",,"16-ANEXO-VI-MINUTA-DA-DECL-QUE-NAO-EMPREGA-MENOR_(179).pdf","28/2/2019 17:31:32","20/2/2019 16:57:25","28/2/2019 17:31:32",,"9999","1","3","0"
"900","355",,"18-ANEXO-VIII-MINUTA-DA-DECL-CONTADOR_(252).pdf","28/2/2019 17:29:07","20/2/2019 16:57:25","28/2/2019 17:29:07",,"9999","1","3","0"
"901","355",,"11-ANEXO-I-TERMO-DE-REFERENCIA_(993).pdf","1/3/2019 10:00:59","20/2/2019 16:57:25","1/3/2019 13:00:59",,"9999","1","7","0"
"902","355",,"19-ANEXO-IX-MINUTA-DA-DECL-REP-LEGAL_(704).pdf","2/3/2019 09:54:07","20/2/2019 16:57:26","2/3/2019 09:54:07",,"9999","1","4","0"
"903","356",,"11-ANEXO-I-TERMO-DE-REFERENCIA_(517).pdf","26/9/2019 13:19:22","20/2/2019 16:59:15","26/9/2019 13:19:22",,"9999","1","10","0"
"904","356",,"14-ANEXO-IV-MINUTA-DA-DECL-INEXISTENCIA-DE-FATOS_(970).pdf","28/2/2019 10:01:51","20/2/2019 16:59:15","28/2/2019 10:01:51",,"9999","1","5","0"
"905","356",,"12-ANEXO-II-MINUTA-DA-PROPOSTA_(34).pdf","4/8/2025 09:24:13","20/2/2019 16:59:15","4/8/2025 09:24:13",,"9999","1","9","0"
"906","356",,"19-ANEXO-IX-MINUTA-DA-DECL-REP-LEGAL_(577).pdf","28/2/2019 10:07:53","20/2/2019 16:59:15","28/2/2019 10:07:53",,"9999","1","5","0"
"907","356",,"16-ANEXO-VI-MINUTA-DA-DECL-QUE-NAO-EMPREGA-MENOR_(977).pdf","28/2/2019 10:08:33","20/2/2019 16:59:16","28/2/2019 10:08:33",,"9999","1","5","0"
"908","356",,"13-ANEXO-III-MINUTA-DO-CREDENCIAMENTO_(49).pdf","4/8/2025 09:24:48","20/2/2019 16:59:16","4/8/2025 09:24:48",,"9999","1","7","0"
"909","356",,"1-EDITAL_(616).pdf","4/8/2025 09:25:10","20/2/2019 16:59:16","4/8/2025 09:25:10",,"9999","1","8","0"
"910","356",,"18-ANEXO-VIII-MINUTA-DA-DECL-CONTADOR_(433).pdf","28/2/2019 10:09:47","20/2/2019 16:59:16","28/2/2019 10:09:47",,"9999","1","5","0"
"911","356",,"17-ANEXO-VII-MINUTA-DA-DECL-PLENO-ATENDIMENTO_(324).pdf","27/2/2019 15:36:57","20/2/2019 16:59:16","27/2/2019 18:36:57",,"9999","1","3","0"
"912","356",,"15-ANEXO-V-MINUTA-DA-ATA-DE-RP_(277).pdf","28/2/2019 10:13:26","20/2/2019 16:59:17","28/2/2019 10:13:26",,"9999","1","4","0"
"913","356",,"AVISO-DE-EDITAL_(317).pdf","28/2/2019 13:54:58","20/2/2019 16:59:18","28/2/2019 13:54:58",,"9999","1","4","0"
"914","357",,"12-ANEXO-II-MINUTA-DA-PROPOSTA_(764).pdf","5/3/2019 10:46:55","20/2/2019 17:01:02","5/3/2019 13:46:55",,"9999","1","8","0"
"915","357",,"13-ANEXO-III-MINUTA-DO-CREDENCIAMENTO_(243).pdf","5/3/2019 10:47:04","20/2/2019 17:01:02","5/3/2019 13:47:04",,"9999","1","4","0"
"916","357",,"11-ANEXO-I-TERMO-DE-REFEENCIA.pdf","5/3/2019 10:46:35","20/2/2019 17:01:03","5/3/2019 13:46:35",,"9999","1","4","0"
"917","357",,"14-ANEXO-IV-MINUTA-DA-DECL-INEXISTENCIA-DE-FATOS_(168).pdf","5/3/2019 10:47:12","20/2/2019 17:01:03","5/3/2019 13:47:12",,"9999","1","3","0"
"918","357",,"16-ANEXO-VI-MINUTA-DA-DECL-QUE-NAO-EMPREGA-MENOR_(393).pdf","5/3/2019 10:47:33","20/2/2019 17:01:03","5/3/2019 13:47:33",,"9999","1","5","0"
"919","357",,"111-RELACAO-DE-ITENS-ANEXO-AO-TERMO-DE-REFERENCIA.pdf","5/3/2019 10:48:29","20/2/2019 17:01:03","5/3/2019 13:48:29",,"9999","1","5","0"
"920","357",,"15-ANEXO-V-MINUTA-DA-ATA-DE-RP_(170).pdf","5/3/2019 10:47:25","20/2/2019 17:01:03","5/3/2019 13:47:25",,"9999","1","5","0"
"921","357",,"17-ANEXO-VII-MINUTA-DA-DECL-PLENO-ATENDIMENTO_(403).pdf","5/3/2019 10:47:43","20/2/2019 17:01:04","5/3/2019 13:47:43",,"9999","1","4","0"
"922","357",,"2-AVISO-DE-EDITAL_(881).pdf","5/3/2019 10:48:20","20/2/2019 17:01:04","5/3/2019 13:48:20",,"9999","1","3","0"
"923","357",,"18-ANEXOVIII-MINUTA-DA-DECL-CONTADOR.pdf","5/3/2019 10:47:52","20/2/2019 17:01:04","5/3/2019 13:47:52",,"9999","1","4","0"
"924","357",,"19-ANEXO-IX-MINUTA-DA-DECL-REP-LEGAL_(612).pdf","5/3/2019 10:48:03","20/2/2019 17:01:05","5/3/2019 13:48:03",,"9999","1","3","0"
"925","357",,"1-EDITAL_(862).pdf","22/2/2019 10:48:22","20/2/2019 17:01:06","22/2/2019 10:48:22",,"9999","1","4","0"
"926","349",,"8-EXTRATO-DO-CONTRATO.pdf","29/10/2021 08:12:22","20/2/2019 17:04:03","29/10/2021 08:12:22",,"9999","1","2","0"
"927","358",,"13-ANEXO-III-MINUTA-DO-CREDENCIAMENTO_(681).pdf",,"22/2/2019 20:07:12","22/2/2019 20:07:12",,"9999","1","0","0"
"928","358",,"11-ANEXO-I-TERMO-DE-REFERNCIA.pdf",,"22/2/2019 20:07:12","22/2/2019 20:07:12",,"9999","1","0","0"
"929","358",,"14-ANEXO-IV-MINUTA-DA-DECL-INEXISTENCIA-DE-FATOS_(707).pdf",,"22/2/2019 20:07:12","22/2/2019 20:07:12",,"9999","1","0","0"
"930","358",,"15-ANEXO-V-MINUTA-DA-ATA-DE-RP_(207).pdf",,"22/2/2019 20:07:12","22/2/2019 20:07:12",,"9999","1","0","0"
"931","358",,"1-EDITAL_(734).pdf",,"22/2/2019 20:07:12","22/2/2019 20:07:12",,"9999","1","0","0"
"932","358",,"19-ANEXO-IX-MINUTA-DA-DECL-REP-LEGAL_(65).pdf",,"22/2/2019 20:07:12","22/2/2019 20:07:12",,"9999","1","0","0"
"933","358",,"17-ANEXO-VII-MINUTA-DA-DECL-PLENO-ATENDIMENTO_(876).pdf",,"22/2/2019 20:07:13","22/2/2019 20:07:13",,"9999","1","0","0"
"934","358",,"12-ANEXO-II-MINUTA-DA-PROPOSTA_(659).pdf",,"22/2/2019 20:07:13","22/2/2019 20:07:13",,"9999","1","0","0"
"935","358",,"18-ANEXO-VIII-MINUTA-DA-DECL-CONTADOR_(576).pdf",,"22/2/2019 20:07:13","22/2/2019 20:07:13",,"9999","1","0","0"
"936","358",,"16-ANEXO-VI-MINUTA-DA-DECL-QUE-NAO-EMPREGA-MENOR_(189).pdf",,"22/2/2019 20:07:14","22/2/2019 20:07:14",,"9999","1","0","0"
"937","358",,"2-AVISO-DE-EDITAL_(368).pdf",,"22/2/2019 20:07:14","22/2/2019 20:07:14",,"9999","1","0","0"
"938","347",,"3-PUBLICACAO-DO-EXTRATO.pdf","2/9/2023 23:06:21","22/2/2019 20:12:24","2/9/2023 23:06:21",,"9999","1","4","0"
