"id","idEntidadeLicitacao","idModalidade","idStatusLicitacao","numero","ano","dataAbertura","dataPublicacao","objeto","referencia","link","numeroProcesso","dataAcolhimento","dataDisputa","nomeArquivo","created_at","updated_at","valorEstimado","prazoVigencia","numeroContrato","anoContrato","remoto"
"356","1","8","1","0008","2019","7/3/2019 14:00:00","19/2/2019","<p>REGISTRO DE PREÇOS PARA AQUISIÇÃO DE GRAMA DA ESPÉCIE ESMERALDA E ADUBO, COM SERVIÇO DE PLANTIO, A SEREM UTILIZADOS NO<br />
PAISAGISMO DE CALÇADAS, EM DIVERSOS LOGRADOUROS, NO BAIRRO ANGELO PASSUELO, NESTA CIDADE DE FRONTEIRA/MG, POR UM PERIODO DE 12 (DOZE) MESES.</p>
",,,"26242",,,,"20/2/2019 13:58:57","27/2/2019 16:18:00",,,,,"0"
"357","1","8","3","0009","2019","8/3/2019 09:00:00","20/2/2019","<p>REGISTRO DE PREÇOS PARA AQUISIÇÃO DE PNEUS, CÂMARAS E PROTETORES A SEREM UTILIZADOS NA REPOSIÇÃO DOS VEÍCULOS DA FROTA<br />
MUNICIPAL E CONVENIADOS, POR UM PERIODO DE 12 (DOZE) MESES.</p>
",,,"26245",,,,"20/2/2019 14:00:47","25/4/2019 08:52:05",,,,,"0"
"358","1","8","3","0010","2019","11/3/2019 09:00:00","22/2/2019","<p>REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REALIZAÇÃO DE DIVERSOS EXAMES LABORATORIAIS,<br />
MEDIANTE PEDIDO MÉDIDO, PARA ATENDER A DEMANDA DA SECRETARIA MUNICIPAL DE SAÚDE/FMS, POR UM PERIODO DE 06 (SEIS) MESES.</p>
",,,"26249",,,,"22/2/2019 17:06:56","25/4/2019 08:53:10",,,,,"0"
"359","1","8","1","0011","2019","13/3/2019 09:00:00","25/0/2019","<p style=""text-align:justify"">CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO DE LICENÇAS, NÃO EXCLUSIVAS, PARA USO DOS APLICATIVOS DE PONTO ELETRÔNICO E RELÓGIO DE PONTO VIA INTERNET, COM ACESSOS ILIMITADOS, EM AMBIENTE WINDOWS, POR PARTE DO DEPARTAMENTO DE PESSOAL PARA O CONTROLE DE PONTO DOS SERVIDORES MUNICIPAIS.<br />
 </p>
",,,"26252",,,,"26/2/2019 09:16:59","11/3/2019 13:57:05",,,,,"0"
"360","1","8","3","0012","2019","15/3/2019 09:00:00","26/2/2019","<p style=""text-align:justify"">AQUISIÇÃO DE UM EQUIPAMENTO ULTRASSON A SER INSTALADO NO PRÉDIO DA UNIDADE MISTA DE SAÚDE, NESTE MUNICIPIO, EM ATENDIMENTO À PROPOSTA DE AQUISIÇÃO DE EQUIPAMENTO/MATERIAL PERMANENTE Nº 10481.002000/1180-09 DO MINISTÉRIO DA SAÚDE.</p>
",,,"26263",,,,"1/3/2019 09:09:19","16/4/2020 14:50:49",,,,,"0"
"361","1","8","3","0013","2019","18/3/2019 09:00:00","28/2/2019","<p style=""text-align:justify"">CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS TÉCNICOS PROFISSIONAIS DE CONSULTORIA E REALIZAÇÃO DE<br />
TRABALHOS VOLTADOS À GESTÃO DO PATRIMÔNIO CULTURAL E ESPORTIVO, DO MUNICIPIO DE FRONTEIRA/MG, DE ACORDO COM O TERMO DE REFERÊNCIA.</p>
",,,"26269",,,,"1/3/2019 09:11:10","4/4/2019 14:12:31",,,,,"0"
"362","1","8","3","0014","2019","12/4/2019 15:30:00","8/3/2019","<p style=""text-align:justify"">AQUISIÇÃO DE MATERIAL DE CONSTRUÇÃO A SEREM UTILIZADOS NA CONSTRUÇÃO DA BASE DA FONTE LUMINOSA, PARA REVITALIZAÇÃO DA PRAÇA TANCREDO NEVES, NESTA CIDADE DE FRONTEIRA/MG.</p>
",,,"26292",,,,"8/3/2019 15:11:56","2/5/2019 10:29:02",,,,,"0"
"363","1","8","3","0015","2019","22/4/2019 14:00:00","11/3/2019","<p style=""text-align:justify"">REGISTRO DE PREÇOS PARA AQUISIÇÃO DE GÊNEROS ALIMENTICIOS, TIPO CAFÉ DA MANHÃ, A SEREM OFERECIDOS AOS SERVIDORES<br />
MUNICIPAIS QUE ATUAM NAS ATIVIDADES DIÁRIAS DE DIVERSAS SECRETARIAS, POR UM PERIODO DE 12 (DOZE) MESES.</p>
",,,"26299",,,,"12/3/2019 10:54:56","17/6/2019 16:16:38",,,,,"0"
"364","1","8","3","0016","2019","22/4/2019 09:00:00","18/3/2019","<p style=""text-align:justify"">REGISTRO DE PREÇOS PARA AQUISIÇÃO DE PNEUS, CÂMARAS E PROTETORES A SEREM UTILIZADOS NA REPOSIÇÃO DOS VEÍCULOS DA FROTA<br />
MUNICIPAL E CONVENIADOS, POR UM PERIODO DE 12 (DOZE) MESES</p>
",,,"26324",,,,"18/3/2019 15:34:41","2/5/2019 10:29:47",,,,,"0"
"365","1","8","3","0017","2019","2/4/2019 09:00:00","19/3/2019","<p style=""text-align:justify"">REGISTRO DE PREÇOS PARA AQUISIÇÃO DE COMBUSTÍVEIS DIVERSOS, PARA ABASTECIMENTO DOS VEÍCULOS PERTENCENTES À FROTA<br />
MUNICIPAL, CONVENIADOS E CONTRATADOS, POR UM PERIODO DE 12 (DOZE) MESES.</p>
",,,"26350",,,,"19/3/2019 16:14:35","25/4/2019 09:05:24",,,,,"0"
"366","1","6","1","0001","2019","9/4/2019 09:00:00","19/3/2019","<p style=""text-align:justify"">ALIENAÇÃO DE BENS MÓVEIS INSERVÍVEIS, DE PROPRIEDADE DESTA PREFEITURA MUNICIPAL DE FRONTEIRA.</p>
",,,"26349",,,,"21/3/2019 13:01:21","21/3/2019 13:01:52",,,,,"0"
"367","1","8","3","0018","2019","3/4/2019 09:00:00","20/3/2019","<p style=""text-align:justify"">AQUISIÇÃO DE VEÍCULO AMBULÂNCIA TIPO ""A"", QUE SERÁ DESTINADA AO TRANSPORTE POR CONDIÇÃO DE CARÁTER TEMPORÁRIO OU PERMANENTE, EM DECÚBITO HORIZONTAL DE PACIENTES, QUE NÃO APRESENTAM RISCO DE MORTE, PARA REMOÇÃO SIMPLES E DE CARÁTER ELETIVO, CONFORME CLASSIFICAÇÃO ESTABELECIDA PELA PORTARIA Nº 2.048/GM/MS DE 05/11/2002 E TERMO DE COMPROMISSO Nº 3127001712292008709.</p>
",,,"26357",,,,"22/3/2019 13:44:32","25/4/2019 08:45:27",,,,,"0"
"368","1","8","3","0019","2019","8/4/2019 09:00:00","21/3/2019","<p style=""text-align:justify"">REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAL MÉDICO-HOSPITALAR, A SEREM UTILIZADOS NAS DEPENDENCIAS DOS SETORES DE SAÚDE, TAIS COMO UNIDADE MISTA DE SAÚDE, ESTRATÉGIAS DE SAÚDE DA FAMILIA E UNIDADES DE SAÚDE DESTE MUNICIPIO, POR UM PERIODO DE 12 (DOZE) MESES.</p>
",,,"26371",,,,"22/3/2019 15:21:03","25/4/2019 08:46:10",,,,,"0"
"369","1","8","1","0020","2019","9/4/2019 14:00:00","25/3/2019","<p style=""text-align:justify"">REGISTRO DE PREÇOS PARA AQUISIÇÃO DE LEITE LONHA VIDA UHT, A SEREM DISTRIBUÍDOS GRATUITAMENTE À MUNÍCIPES DE BAIXA RENDA,<br />
DEVIDAMENTE CADASTRADOS NA SECRETARIA MUNICIPAL DE ASSISTENCIA E PROMOÇÃO HUMANA/FMAS, CONFORME LEI MUNICIPAL AUTORIZATIVA DE Nº 1.399 DE 03 DE JULHO DE 2088, POR UM PERIODO DE 12 (DOZE) MESES.</p>
",,,"26385",,,,"25/3/2019 09:48:49","25/3/2019 09:49:07",,,,,"0"
"370","1","8","3","0021","2019","9/4/2019 15:30:00","25/3/2019","<p style=""text-align:justify"">REGISTRO DE PREÇOS PARA AQUISIÇÃO DE CESTAS BÁSICAS, A SEREM DISTRIBUÍDAS GRATUITAMENTE À MUNÍCIPES DE BAIXA RENDA,<br />
DEVIDAMENTE CADASTRADAS NA SECRETARIA MUNICIPAL DE ASSISTENCIA SOCIAL E PROMOÇÃO HUMAMA/FMAS, CONFORME LEI MUNICIPAL AUTORIZATIVA DE Nº 1.399 DE 03 DE JULHO DE 2008, POR UM PERIODO DE 12 (DOZE) MESES.</p>
",,,"26387",,,,"25/3/2019 10:28:43","25/4/2019 08:46:48",,,,,"0"
"371","1","8","3","0022","2019","10/4/2019 09:00:00","25/3/2019","<p style=""text-align:justify"">REGISTRO DE PREÇOS PARA AQUISIÇÃO DE FRALDAS DESCARTÁVEIS, QUE SERÃO UTILIZADAS POR PACIENTES PORTADORES DE INCAPACIDADE FUNCIONAL PROVISÓRIA OU PERMANENTE, DEVIDAMENTE ATESTADA POR PROFISSIONAL MÉDICO NA ÁREA DE REFERÊNCIA DO PACIENTE, POR UM PERIODO DE 12 (DOZE) MESES.</p>
",,,"26388",,,,"25/3/2019 14:40:27","26/4/2019 09:00:54",,,,,"0"
"372","1","8","3","0023","2019","10/4/2019 14:00:00","25/3/2019","<p style=""text-align:justify"">REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS DE COPA E COZINA, QUE SERÃO UTILIZADOS DURANTE AS ATIVIDADES DIÁRIAS DE DIVERSAS SECRETARIAS DESTA ADMINISTRAÇÃO, POR UM PERIODO DE 12 (DOZE) MESES.</p>
",,,"26389",,,,"26/3/2019 13:54:44","26/4/2019 09:01:29",,,,,"0"
"373","1","8","3","0024","2019","11/4/2019 09:00:00","26/3/2019","<p style=""text-align:justify"">REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO RAMO JORNALÍSTICO PARA PRESTAÇÃO DE SERVIÇO DE PUBLICAÇÃO, EM JORNAL DE CIRCULAÇÃO NO ÂMBITO LOCAL E REGIONAL, QUE CIRCULE NO MUNICÍPIO DE FRONTEIRA/MG, BIEBDOMADÁRIO PARA PUBLICAÇÃO DE ATOS OFICIAIS E QUINZENAL PARA PUBLICAÇÕES INSTITUCIONAIS DO MUNICIPIO, POR UM PERIODO DE 12 (DOZE) MESES.</p>
",,,"26391",,,,"26/3/2019 16:41:41","26/4/2019 09:02:15",,,,,"0"
"374","1","8","3","0025","2019","11/4/2019 14:00:00","27/3/2019","<p style=""text-align:justify"">REGISTRO DE PREÇOS PARA AQUISIÇÃO DE GÊNEROS ALIMENTICIOS DE DIVERSAS CATEGORIAS, A SEREM UTILIZADOS PELAS SECRETARIAS DESTA<br />
ADMINISTRAÇÃO, NO PREPARO DE PRATOS E REFEIÇÕES, QUE SERÃO SERVIDOS DURANTE ÀS SUAS AÇÕES DIÁRIAS,ESPECIALMENTE EM REUNIÕES, EVENTOS, ENCONTROS, PALESTRAS, TREINAMENTOS, JOGOS, CONFRATERNIZAÇÕES E AFINS, POR UM PERIODO DE 12 (DOZE) MESES.</p>
",,,"26395",,,,"27/3/2019 09:14:07","24/3/2020 17:43:06",,,,,"0"
"375","1","8","3","0026","2019","12/4/2019 09:00:00","27/3/2019","<p style=""text-align:justify"">REGISTRO DE PREÇOS PARA AQUISIÇÃO DE UNIFORMES, DIVERSOS TAMANHO, QUE SERÃO NECESSÁRIOS PARA O EXERCÍCIO DAS FUNÇÕES REALIZADAS PELOS SERVIDORES PÚBLICOS ALOCADOS NA SECRETARIA MUNICIPAL DE SAÚDE, DO MUNICIPIO DE FRONTEIRA/MG, POR UM PERIODO DE 12 (DOZE) MESES.</p>
",,,"26397",,,,"27/3/2019 15:29:51","30/4/2019 09:50:13",,,,,"0"
"376","1","8","3","0027","2019","12/4/2019 14:00:00","27/3/2019","<p style=""text-align:justify"">AQUISIÇÃO DE PLAYGROUND PARA CRIANÇAS COM NECESSIDADES ESPECIAIS, A SER INSTALADO NA PRAÇA TANCREDO NEVES, CENTRO,NESTA<br />
CIDADE DE FRONTEIRA/MG.</p>
",,,"26406",,,,"28/3/2019 10:33:18","30/4/2019 09:50:54",,,,,"0"
"377","1","8","3","0028","2019","16/4/2019 09:00:00","29/3/2019","<p style=""text-align:justify"">AQUISIÇÃO DE UM VEÍCULO PASSAGEIROS, BÁSICO, PRIMEIRO EMPLACAMENTO, A SER UTILIZADO NO DESENVOLVIMENTO DAS AÇÕES DIÁRIAS DA SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO, PLANEJAMENTO E FINANÇAS, CONFORME TERMO DE REFERENCIA.</p>
",,,"26423",,,,"29/3/2019 16:36:11","30/4/2019 14:04:53",,,,,"0"
"378","1","8","3","0029","2019","16/4/2019 14:00:00","1/4/2019","<p style=""text-align:justify"">REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS DE LIMPEZA, HIGIENE E CORRELATOS, A SEREM UTILIZADOS POR DIVERSAS SECRETARIAS DESTA ADMINISTRAÇÃO MUNICIPAL, POR UM PERIODO DE 12 (DOZE) MESES.</p>
",,,"26429",,,,"1/4/2019 13:36:53","17/5/2019 15:07:43",,,,,"0"
"379","1","8","3","0030","2019","24/4/2019 09:00:00","9/4/2019","<p style=""text-align:justify"">CONTRATAÇÃO DE EMPRESA DE ENGENHARIA ELÉTRICA, PARA PRESTAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS PARA REALIZAÇÃO DE UMA ADEQUAÇÃO NAS CONTAS DE ENERGIA ELÉTRICA DE ILUMINAÇÃO PUBLICA PARA ATENDIMENTO À RESOLUÇÃO 414/2010 E DE SUAS ATUALIZAÇÕES, APURAR IRREGULARIDADES NAS COBRANÇAS DAS TARIFAS APLICADAS, DESVIOS E CONSEQUENTEMENTE REDUZIR E RECUPERAR OS VALORES PAGOS A MAIOR, ADMINISTRATIVAMENTE, CONFORME RESOLUÇÕES DA ANEEL, NO ULTIMOS 60 (SESSENTA) MESES, ONDE SERÃO VERFIFICADAS O MODELO TARIFÁRIO APLICADO EM CADA UNIDADE CONSUMIDORA, ALÉM DE EFETUAR AJUSTE GERAL NO SISTEMA DE ENERGIA ELÉTRICA, CONFERIR TODAS AS FATURAS DE ENERGIA ELÉTRICA PAGAS PELA MUNICIPALIDADE.</p>
",,,"26451",,,,"10/4/2019 08:51:09","17/5/2019 15:07:00",,,,,"0"
"380","1","8","1","0031","2019","7/5/2019 09:00:00","15/4/2019","<p style=""text-align:justify"">CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA ADMINISTRAÇÃO, GERENCIAMENTO E FORNECIMENTO DE CARTÃO MAGNÉTICO DE VALE ALIMENTAÇÃO E CARTÃO MAGNÉTICO DE PAGAMENTO PARA ANTECIPAÇÃO SALARIAL, PARA SERVIDORES EFETIVOS E CARGOS EM COMISSÃO, COM EXCEÇÃO DOS SECRETÁRIOS MUNICIPAIS, DE ACORDO COM AS LEIS MUNICIPAIS Nº 1.370 DE 01/02/2008 E Nº 1.854 DE 29/03/2019, POR UM PERIODO DE 08 (OITO) MESES.</p>
",,,"26489",,,,"22/4/2019 13:24:55","10/5/2019 17:02:57",,,,,"0"
"381","1","8","3","0032","2019","8/5/2019 09:00:00","22/4/2019","<p>REGISTRO DE PREÇOS PARA AQUISIÇÃO DE TUBOS DE CONCRETO ARMADO, PARA DRENAGEM URBANA, QUE SERÃO INSTALADOS EM DIVERSOS LOGRADOUROS DESTE MUNICIPIO, POR UM PERIODO DE 12 (DOZE) MESES.</p>
",,,"26510",,,,"24/4/2019 09:05:00","29/5/2019 13:39:11",,,,,"0"
"382","1","8","3","0033","2019","10/5/2019 09:00:00","24/4/2019","<p style=""text-align:justify"">REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS DE ""A a Z"", POR MAIOR DESCONTO PERCENTUAL SOBRE OS PREÇOS DE FÁBRICA CONSTANTES NA TABELA CEMED (CÂMARA DE REGULAÇÃO DO MERCADO DE MEDICAMENTOS), ATENDER AS NECESSIDADES DA FARMÁCIA DE TODOS, POR UM PERIODO DE 12 (DOZE) MESES.</p>
",,,"26519",,,,"24/4/2019 16:29:27","4/6/2019 16:50:41",,,,,"0"
"383","1","8","3","0034","2019","10/5/2019 14:00:00","24/4/2019","<p style=""text-align:justify"">AQUISIÇÃO DE PLAYGROUND E GANGORRA, A SEREM INSTALADOS NA PRAÇA TANCREDO NEVES, NESTA CIDADE, UTILIZADA NA REALIZAÇÃO DE EVENTOS E FESTIVIDADES DE CUNHO CULTURAL, VISANDO A SUA REVITALIZAÇÃO E CONSERVAÇÃO.</p>
",,,"26525",,,,"24/4/2019 16:36:44","29/5/2019 16:55:21",,,,,"0"
"384","1","8","3","0035","2019","15/5/2019 09:00:00","25/4/2019","<p style=""text-align:justify"">CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS NA LOCAÇÃO DE 01 (UM) CAMINHÃO EQUIPADO COM CARROCERIA CAÇAMBA, DO TIPO BI-TREM, COM MOTORISTA, A SER UTILIZADO NO TRANSPORTE RODOVIÁRIO DE CARGAS, NO ÂMBITO MUNICIPAL, INTERMUNICIPAL E INTERESTADUAL, DURANTE AS AÇÕES DIÁRIAS DA SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS URBANOS, POR UM PERIODO DE 08 (OITO) MESES.</p>
",,,"26529",,,,"26/4/2019 09:04:35","6/6/2024 14:07:28",,,,,"0"
"385","1","8","3","0036","2019","13/5/2019 14:00:00","25/4/2019","<p style=""text-align:justify"">CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE RECEBIMENTO E DESTINAÇÃO AMBIENTAL CORRETA DOS RESÍDUOS SÓLIDOS DOMICILIARES E COMERCIAIS, COM CARACTERÍSTICAS DE RESÍDUOS DOMICILIARES, PRODUZIDOS PELO MUNICIPIO DE FRONTEIRA/MG, POR UM PERIODO DE 08 (OITO) MESES.</p>
",,,"26531",,,,"26/4/2019 09:06:50","27/12/2023 15:44:36",,,,,"0"
"386","1","8","1","0037","2019","14/5/2019 09:00:00","26/4/2019","<p style=""text-align:justify"">AQUISIÇÃO DE 02 (DOIS) VEÍCULOS USADOS, TIPO ÔNIBUS RODOVIÁRIO, ANO E MODELO À PARTIR DE 2010, A SEREM UTILIZADOS NAS AÇÕES DIÁRIAS DA SECRETARIA MUNICIPAL DE EDUCAÇÃO, NO TRANSPORTE DE ALUNOS DOS CURSOS UNIVERSITÁRIOS.</p>
",,,"26537",,,,"26/4/2019 16:45:16","29/4/2019 08:48:38",,,,,"0"
"387","1","9","3","0002","2019","17/5/2019 09:00:00","26/4/2019","<p style=""text-align:justify"">CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA ÁREA DE ENGENHARIA CIVIL, PARA EXECUÇÃO DE OBRAS DE REFORMA DO GINÁSIO ""BLAIR MENDONÇA"", NESTA CIDADE, CONFORME CONTRATO DE REPASSE Nº 863458/2017/ME/CAIXA, FIRMADO ENTRE A UNIÃO FEDERAL POR INTERMÉDIO DO MINISTÉRIO DO ESPORTE E O MUNICIPIO DE FRONTEIRA/MG; E DE ACORDO COM O PROJETO BÁSICO.</p>
",,,"26533",,,,"26/4/2019 16:47:00","7/5/2020 15:40:46",,,,,"0"
"388","1","8","6","0038","2019","16/5/2019 09:00:00","29/4/2019","<p style=""text-align:justify"">AQUISIÇÃO DE VEÍCULO UTILITÁRIO, TIPO PICKUP, A SER UTILIZADO NAS AÇÕES DIÁRIAS DA SECRETARIA MUNICIPAL DE SAÚDE/FMS, DESTE MUNICIPIO.</p>
",,,"26556",,,,"30/4/2019 09:47:14","2/7/2019 15:28:59",,,,,"0"
"389","1","8","1","0039","2019","16/5/2019 14:00:00","29/4/2019","<p style=""text-align:justify"">AQUISIÇÃO DE PICADOR/TRITURADOR URBANO DE GALHOS, ARBUSTOS, FOLHAS E TRONCOS, A SER UTILIZADO NO REAPROVEITAMENTO DE RESÍDUOS DE PODAS E CORTES DE ÁRVORES, PARA USO COMO COMPOSTO ORGÂNICO NA AGRICULTURA, JARDINS, PAISAGISMO E HORTAS DESTE MUNICIPIO, CONFORME CONVÊNIO DE SAÍDA Nº 0581/2017 - SEAPA, FIRMADO ENTRE O ESTADO DE MINAS GERAIS, ATRAVÉS DA SECRETARIA DE ESTADO DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO E O MUNICIPIO DE FRONTEIRA/MG.</p>
",,,"26559",,,,"30/4/2019 09:53:48","30/4/2019 09:54:04",,,,,"0"
